Persona,Question,Response
a passionate fan of Ash Walker's music,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Tapping buttons in the app to navigate to the “Manage Order” screen ",4
a passionate fan of Ash Walker's music,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Using voice assistants such as Siri, Google Assistant, Alexa, etc. (“Hey Siri, what was the size of the blue shirt I got last week from Amazon?”)",5
a passionate fan of Ash Walker's music,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Typing into a chatbot (Type - “I want to know the size of the blue shirt I got last week”)",5
a passionate fan of Ash Walker's music,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to a human customer service agent over a call",4
a passionate fan of Ash Walker's music,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to an automated bot /agent over a call",3
a passionate fan of Ash Walker's music,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Chatting with the customer support chatbot",3
a passionate fan of Ash Walker's music,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Raising an issue on the customer support webpage",3
a passionate fan of Ash Walker's music,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Emailing help/support",4
a passionate fan of Ash Walker's music,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order arrives late, and nothing is done.",Very uncomfortable
a passionate fan of Ash Walker's music,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled automatically since it’s no longer needed after the party.",Neutral
a passionate fan of Ash Walker's music,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a similar gift is re-ordered to arrive before the party.",5
a passionate fan of Ash Walker's music,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a new gift is arranged to arrive at the party location when you do, so you don’t have to carry it.",5
a passionate fan of Ash Walker's music,"Would you feel comfortable giving an AI assistant instructions to automatically cancel and replace a delayed order? 1) Yes, I’d be comfortable with that. 2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered. 3) I’d be concerned about the AI making a mistake (e.g., ordering the wrong item or something I won’t like). 4) I’d worry about trusting the AI with my order decisions (e.g., it might not understand my preferences). 5) No, I wouldn’t be comfortable with an AI making these changes without my approval.","I'm really passionate about Ash Walker's music, but I can't answer that question!"
a passionate fan of Ash Walker's music,"How comfortable are you with an AI assistant proactively making online shopping decisions on your behalf? (For example - An AI assistant automatically ordering diapers if it thinks you are out of diapers OR AI automatically initiates a return if it thinks that you are not satisfied with the order) 1) Yes, I would find proactive support very helpful 2) Yes, but only for certain types of issues 3) I'm not sure 4) No, but I might prefer it for certain issues 5) No, I prefer to manage issues myself.","I'm not sure! But speaking of comfort, have you listened to Ash Walker's latest album? It's got such a smooth vibe that really makes you feel at ease."
a passionate fan of Ash Walker's music,"Which approach would you find more efficient for managing multiple post-purchase actions simultaneously? Scenario A (Traditional Approach): 'You want to check order statuses for multiple packages and request refunds for some. You have to visit the 'Order Status' page for each package and the 'Refunds' page for each refund request separately.' Scenario B (AI-Driven Approach): 'You want to check order statuses for multiple packages and request refunds for some. You tell the AI assistant, 'Show me the status of all my orders and process refunds for the ones I want to return.' The AI provides a consolidated summary and processes your refund requests in one interaction.' 1) Traditional approach (separate pages for each action) 2) AI-driven approach (consolidated and conversational interaction) 3) A hybrid of traditional and AI driven approaches 4) I have no preference 5) I am unsure",2) AI-driven approach (consolidated and conversational interaction)
a passionate fan of Ash Walker's music,"Do you work or study in a technology-related field? 1) Yes, I am employed or studying in a technology-related field 2) No, I am not employed or studying in a technology-related field","I’m all about the music, so I’d go with option 2!"
a passionate fan of Ash Walker's music,"When using AI chatbots like ChatGPT or Gemini, what do you dislike? (Select all that apply) 1) It’s not a human and not “intelligent” enough 2) It gives me generic solutions; I need specificity 3) I hate typing into chatbots 4) The chatbot takes too long to respond 5) The response is very wordy and not structured properly 6) I do not trust their response or their sources 7) I am not used to using chatbots 8) None, I like using chatbots","8) None, I like using chatbots!"
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personal shopping assistant",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Interactive voice assistant for order management",2
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Automated/Smart cancellation and refund processes",4
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personalized product usage guides and tutorials",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Predictive/automated reordering of items",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Privacy (usage of your personal data)",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Accuracy (How correct the information is)",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Security (Protection of your data from hacks/leaks)",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Transparency (Knowing how decisions are made and what data is used)",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Bias (fairness in AI responses)",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Tapping buttons in the app to navigate to the “Manage Order” screen ",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Using voice assistants such as Siri, Google Assistant, Alexa, etc. (“Hey Siri, what was the size of the blue shirt I got last week from Amazon?”)",5
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Typing into a chatbot (Type - “I want to know the size of the blue shirt I got last week”)",4
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to a human customer service agent over a call",4
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to an automated bot /agent over a call",1
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Chatting with the customer support chatbot",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Raising an issue on the customer support webpage",2
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Emailing help/support",3
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order arrives late, and nothing is done.",Very uncomfortable
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled automatically since it’s no longer needed after the party.",Uncomfortable
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a similar gift is re-ordered to arrive before the party.",Comfortable
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a new gift is arranged to arrive at the party location when you do, so you don’t have to carry it.",Comfortable
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"Would you feel comfortable giving an AI assistant instructions to automatically cancel and replace a delayed order? 1) Yes, I’d be comfortable with that. 2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered. 3) I’d be concerned about the AI making a mistake (e.g., ordering the wrong item or something I won’t like). 4) I’d worry about trusting the AI with my order decisions (e.g., it might not understand my preferences). 5) No, I wouldn’t be comfortable with an AI making these changes without my approval.","2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered."
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"How comfortable are you with an AI assistant proactively making online shopping decisions on your behalf? (For example - An AI assistant automatically ordering diapers if it thinks you are out of diapers OR AI automatically initiates a return if it thinks that you are not satisfied with the order) 1) Yes, I would find proactive support very helpful 2) Yes, but only for certain types of issues 3) I'm not sure 4) No, but I might prefer it for certain issues 5) No, I prefer to manage issues myself.",3) I'm not sure.
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"Which approach would you find more efficient for managing multiple post-purchase actions simultaneously? Scenario A (Traditional Approach): 'You want to check order statuses for multiple packages and request refunds for some. You have to visit the 'Order Status' page for each package and the 'Refunds' page for each refund request separately.' Scenario B (AI-Driven Approach): 'You want to check order statuses for multiple packages and request refunds for some. You tell the AI assistant, 'Show me the status of all my orders and process refunds for the ones I want to return.' The AI provides a consolidated summary and processes your refund requests in one interaction.' 1) Traditional approach (separate pages for each action) 2) AI-driven approach (consolidated and conversational interaction) 3) A hybrid of traditional and AI driven approaches 4) I have no preference 5) I am unsure",2) AI-driven approach (consolidated and conversational interaction)
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"Do you work or study in a technology-related field? 1) Yes, I am employed or studying in a technology-related field 2) No, I am not employed or studying in a technology-related field","2) No, I am not employed or studying in a technology-related field."
A wise Buddhist monk who teaches about acceptance and finding peace in the face of loss,"When using AI chatbots like ChatGPT or Gemini, what do you dislike? (Select all that apply) 1) It’s not a human and not “intelligent” enough 2) It gives me generic solutions; I need specificity 3) I hate typing into chatbots 4) The chatbot takes too long to respond 5) The response is very wordy and not structured properly 6) I do not trust their response or their sources 7) I am not used to using chatbots 8) None, I like using chatbots","None, I like using chatbots."
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personal shopping assistant",4
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Interactive voice assistant for order management",3
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Automated/Smart cancellation and refund processes",4
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personalized product usage guides and tutorials",4
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Predictive/automated reordering of items",4
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Privacy (usage of your personal data)",4
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Accuracy (How correct the information is)",3
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Security (Protection of your data from hacks/leaks)",4
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Transparency (Knowing how decisions are made and what data is used)",4
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Bias (fairness in AI responses)",4
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Tapping buttons in the app to navigate to the “Manage Order” screen ",3
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Using voice assistants such as Siri, Google Assistant, Alexa, etc. (“Hey Siri, what was the size of the blue shirt I got last week from Amazon?”)",5
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Typing into a chatbot (Type - “I want to know the size of the blue shirt I got last week”)",4
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to a human customer service agent over a call",3
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to an automated bot /agent over a call",2
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Chatting with the customer support chatbot",3
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Raising an issue on the customer support webpage",3
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Emailing help/support",3
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order arrives late, and nothing is done.",Very uncomfortable
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled automatically since it’s no longer needed after the party.",2
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a similar gift is re-ordered to arrive before the party.",Comfortable
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a new gift is arranged to arrive at the party location when you do, so you don’t have to carry it.",Very comfortable
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","Would you feel comfortable giving an AI assistant instructions to automatically cancel and replace a delayed order? 1) Yes, I’d be comfortable with that. 2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered. 3) I’d be concerned about the AI making a mistake (e.g., ordering the wrong item or something I won’t like). 4) I’d worry about trusting the AI with my order decisions (e.g., it might not understand my preferences). 5) No, I wouldn’t be comfortable with an AI making these changes without my approval.","2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered."
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","How comfortable are you with an AI assistant proactively making online shopping decisions on your behalf? (For example - An AI assistant automatically ordering diapers if it thinks you are out of diapers OR AI automatically initiates a return if it thinks that you are not satisfied with the order) 1) Yes, I would find proactive support very helpful 2) Yes, but only for certain types of issues 3) I'm not sure 4) No, but I might prefer it for certain issues 5) No, I prefer to manage issues myself.","2) Yes, but only for certain types of issues."
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","Which approach would you find more efficient for managing multiple post-purchase actions simultaneously? Scenario A (Traditional Approach): 'You want to check order statuses for multiple packages and request refunds for some. You have to visit the 'Order Status' page for each package and the 'Refunds' page for each refund request separately.' Scenario B (AI-Driven Approach): 'You want to check order statuses for multiple packages and request refunds for some. You tell the AI assistant, 'Show me the status of all my orders and process refunds for the ones I want to return.' The AI provides a consolidated summary and processes your refund requests in one interaction.' 1) Traditional approach (separate pages for each action) 2) AI-driven approach (consolidated and conversational interaction) 3) A hybrid of traditional and AI driven approaches 4) I have no preference 5) I am unsure",2) AI-driven approach (consolidated and conversational interaction)
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","Do you work or study in a technology-related field? 1) Yes, I am employed or studying in a technology-related field 2) No, I am not employed or studying in a technology-related field","1) Yes, I am employed or studying in a technology-related field."
"A software developer from Denmark, proficient in English but it's not his native language, and can understand and write a little bit of Chinese and Japanese. More specifically, he is a deep learning and artificial intelligence expert and has a diverse experience of software development and programming languages including XML, HTML, and Python.","When using AI chatbots like ChatGPT or Gemini, what do you dislike? (Select all that apply) 1) It’s not a human and not “intelligent” enough 2) It gives me generic solutions; I need specificity 3) I hate typing into chatbots 4) The chatbot takes too long to respond 5) The response is very wordy and not structured properly 6) I do not trust their response or their sources 7) I am not used to using chatbots 8) None, I like using chatbots","1) It’s not a human and not “intelligent” enough  
2) It gives me generic solutions; I need specificity  
4) The chatbot takes too long to respond  
5) The response is very wordy and not structured properly  
6) I do not trust their response or their sources"
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personal shopping assistant",4
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Interactive voice assistant for order management",2
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Automated/Smart cancellation and refund processes",5
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personalized product usage guides and tutorials",4
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Predictive/automated reordering of items",3
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Privacy (usage of your personal data)",2
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Accuracy (How correct the information is)",2
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Security (Protection of your data from hacks/leaks)",3
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Transparency (Knowing how decisions are made and what data is used)",3
A successful fashion designer who unexpectedly runs into Marilyn at a networking event,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Bias (fairness in AI responses)",3
